frozenset({'whipped/sour cream', 'berries'}),	0.009049313675648195
frozenset({'pip fruit', 'whipped/sour cream'}),	0.009252669039145907
frozenset({'whole milk', 'white bread'}),	0.01708185053380783
frozenset({'whole milk', 'chocolate'}),	0.016675139806812404
frozenset({'citrus fruit', 'rolls/buns'}),	0.01677681748856126
frozenset({'citrus fruit', 'pork'}),	0.006507371631926792
frozenset({'whole milk', 'curd'}),	0.026131164209456024
frozenset({'bottled water', 'cream cheese '}),	0.005897305541433655
frozenset({'hard cheese', 'root vegetables'}),	0.005592272496187087
frozenset({'canned beer', 'sausage'}),	0.00630401626842908
frozenset({'pip fruit', 'butter'}),	0.007320793085917641
frozenset({'root vegetables', 'curd'}),	0.010879511947127605
frozenset({'tropical fruit', 'onions'}),	0.0056939501779359435
frozenset({'other vegetables', 'onions'}),	0.014234875444839857
frozenset({'pip fruit', 'bottled beer'}),	0.005897305541433655
frozenset({'whole milk', 'mustard'}),	0.005185561769191663
frozenset({'whipped/sour cream', 'sausage'}),	0.009049313675648195
frozenset({'pastry', 'beef'}),	0.00630401626842908
frozenset({'rolls/buns', 'brown bread'}),	0.01260803253685816
frozenset({'whole milk', 'pip fruit'}),	0.030096593797661414
frozenset({'fruit/vegetable juice', 'margarine'}),	0.0062023385866802234
frozenset({'whole milk', 'salty snack'}),	0.011184544992374174
frozenset({'yogurt', 'curd'}),	0.01728520589730554
frozenset({'whole milk', 'domestic eggs'}),	0.029994916115912557
frozenset({'chocolate', 'tropical fruit'}),	0.00813421453990849
frozenset({'whipped/sour cream', 'pork'}),	0.008235892221657347
frozenset({'chocolate', 'fruit/vegetable juice'}),	0.00681240467717336
frozenset({'whole milk', 'root vegetables'}),	0.048906964921199794
frozenset({'whole milk', 'dishes'}),	0.0052872394509405184
frozenset({'dessert', 'soda'}),	0.009862735129639044
frozenset({'oil', 'other vegetables'}),	0.0099644128113879
frozenset({'misc. beverages', 'soda'}),	0.007320793085917641
frozenset({'yogurt', 'margarine'}),	0.014234875444839857
frozenset({'whole milk', 'yogurt'}),	0.05602440264361973
frozenset({'other vegetables', 'sausage'}),	0.026944585663446874
frozenset({'soda', 'UHT-milk'}),	0.007625826131164209
frozenset({'bottled beer', 'sausage'}),	0.007829181494661922
frozenset({'yogurt', 'beef'}),	0.011692933401118455
frozenset({'long life bakery product', 'shopping bags'}),	0.005388917132689374
frozenset({'sausage', 'butter'}),	0.00864260294865277
frozenset({'specialty bar', 'rolls/buns'}),	0.005592272496187087
frozenset({'root vegetables', 'fruit/vegetable juice'}),	0.011997966446365024
frozenset({'other vegetables', 'pork'}),	0.021657346212506354
frozenset({'ice cream', 'soda'}),	0.006100660904931368
frozenset({'whole milk', 'soda'}),	0.040061006609049314
frozenset({'dessert', 'root vegetables'}),	0.005795627859684799
frozenset({'fruit/vegetable juice', 'coffee'}),	0.005998983223182512
frozenset({'dessert', 'yogurt'}),	0.009862735129639044
frozenset({'domestic eggs', 'brown bread'}),	0.00681240467717336
frozenset({'root vegetables', 'waffles'}),	0.0066090493136756485
frozenset({'long life bakery product', 'tropical fruit'}),	0.00630401626842908
frozenset({'whole milk', 'chewing gum'}),	0.005083884087442806
frozenset({'whole milk', 'ice cream'}),	0.005897305541433655
frozenset({'curd', 'soda'}),	0.00813421453990849
frozenset({'sausage', 'pork'}),	0.006507371631926792
frozenset({'bottled water', 'bottled beer'}),	0.0157600406710727
frozenset({'whipped/sour cream', 'salty snack'}),	0.005185561769191663
frozenset({'pastry', 'root vegetables'}),	0.010981189628876462
frozenset({'whole milk', 'misc. beverages'}),	0.007015760040671073
frozenset({'citrus fruit', 'frozen vegetables'}),	0.0066090493136756485
frozenset({'pastry', 'curd'}),	0.0075241484494153535
frozenset({'rolls/buns', 'curd'}),	0.010066090493136757
frozenset({'meat', 'other vegetables'}),	0.0099644128113879
frozenset({'root vegetables', 'coffee'}),	0.007320793085917641
frozenset({'tropical fruit', 'chicken'}),	0.006405693950177936
frozenset({'domestic eggs', 'margarine'}),	0.008337569903406202
frozenset({'other vegetables', 'chicken'}),	0.017895271987798677
frozenset({'sugar', 'other vegetables'}),	0.010777834265378749
frozenset({'pip fruit', 'soda'}),	0.013319776309100152
frozenset({'butter', 'chicken'}),	0.005795627859684799
